"ID","site","sample_date","rep","day","num_gw_wells","dischage","doc","doc_k","doc_per_flow","doc_dec_flow","doc_dec_rel_flow","uva","arti_sub_resp","suva","tdp","tdn","don","don_per","dop","dop_per","dom_c_n_dom","dom_c_p_dom","dom_n_p","din_dip","nh4","no3","po4_ug_l","po4__mg_l","bromide_mg_l","sulfate_mg_l","per_so4_flow","cl_mg_l","per_cl_flow","calcium","na","k","per_k_flow","mg","so4_cl_mol_ratio","so4_mg_mol_ratio","mg_cl_mol_ratio","mg_k_mol_ratio","so4_k_mol_ratio","cl_k_mol_ratio","pco2","int450","int500","f1","unfil_cod","fil_cod","adj_unfil_cod","adj_fil_cod","pos_flowpath"
1,"91TP","2000-07-21 00:00:00","A",203.00000,,,,,,,,,,,,2.90000,,,,,,,,6.01504,1.70000,1.80000,,1.33000,0.40000,196.00000,,328.00000,,,,,,,,,,,,,,,,,,,,,
2,"Gila At 115thAve","2000-07-21 00:00:00","A",203.00000,,,,,,,,,,,,8.30000,,,,,,,,7.07483,4.70000,1.80000,,2.10000,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Gila At BuckeyeDiversionDam","2000-07-21 00:00:00","A",203.00000,,,,,,,,,,,,2.70000,,,,,,,,4.24668,1.00000,2.40000,,1.83000,0.40000,248.00000,,521.00000,,,,,,,,,,,,,,,,,,,,,
4,"91TP","2000-08-10 00:00:00","A",223.00000,,,,,,,,,,,,1.80000,,,,,,,,6.06753,0.82000,2.10000,,1.10000,,,,,,,,,,,,,,,,,,,,,,,,,
5,"Gila At 115thAve","2000-08-10 00:00:00","A",223.00000,,,,,,,,,,,,3.80000,,,,,,,,9.14286,2.40000,2.80000,,1.30000,,,,,,,,,,,,,,,,,,,,,,,,,
6,"Gila At BuckeyeDiversionDam","2000-08-10 00:00:00","A",223.00000,,,,,,,,,,,,2.00000,,,,,,,,5.86667,0.68000,2.40000,,1.20000,,,,,,,,,,,,,,,,,,,,,,,,,
7,"91TP","2000-09-07 00:00:00","A",251.00000,,,,,,,,,,,,,,,,,,,,,,2.50000,,2.20000,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Gila At 115thAve","2000-09-07 00:00:00","A",251.00000,,,,,,,,,,,,,,,,,,,,,,3.80000,,2.30000,,,,,,,,,,,,,,,,,,,,,,,,,
9,"Gila At BuckeyeDiversionDam","2000-09-07 00:00:00","A",251.00000,,,,,,,,,,,,1.20000,,,,,,,,4.06349,0.50000,2.70000,,1.80000,,,,,,,,,,,,,,,,,,,,,,,,,
10,"Buckeye Canal At Bullard","2000-03-15 00:00:00","B",75.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"Buckeye Canal At Jackrabbit","2000-03-15 00:00:00","A",75.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"Buckeye Canal At Jackrabbit","2000-03-15 00:00:00","B",75.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"Buckeye Canal At Baseline","2000-03-15 00:00:00","A",75.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"Buckeye Canal At Baseline","2000-03-15 00:00:00","B",75.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"Buckeye Canal At Baseline","2000-03-15 00:00:00","C",75.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Hassayampa","2000-03-15 00:00:00","A",75.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"Hassayampa","2000-03-15 00:00:00","B",75.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"Hassayampa","2000-03-15 00:00:00","C",75.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"91TP","2000-03-01 00:00:00","A",61.00000,2,,6,0,99,1,0,0,,0,2,6.30000,1,12,,,9,,,8.05145,1.30600,4.24900,1577,1.57700,,216.00000,101,269.90000,99,71,231,15,100,32,1,5,0,3,17,20,15127,232,125,2,18,18,6,6,
20,"91TP","2000-03-01 00:00:00","B",61.00000,2,,6,0,101,-1,0,0,,0,2,6.09000,1,9,,,13,,,7.93393,1.32900,4.31500,1626,1.62600,,211.00000,99,273.10000,100,72,233,15,100,32,1,5,0,3,17,20,14885,243,130,2,13,20,4,7,
21,"91TP","2000-03-01 00:00:00","C",61.00000,2,2,6,0,99,1,0,0,,0,2,5.86000,0,5,,,23,,,7.51177,1.33400,4.15100,1669,1.66900,,212.00000,100,274.20000,101,72,228,15,100,32,1,5,0,3,17,20,15393,,,,,,,,1
22,"Buckeye Canal At Bullard","2000-03-01 00:00:00","A",61.00000,2,,6,0,101,-1,0,0,,0,1,6.86000,1,13,,,8,,,9.31079,0.66200,5.32600,1470,1.47000,,266.00000,125,508.60000,187,111,315,16,107,52,1,4,0,5,20,34,7457,200,106,2,27,18,10,6,
23,"Buckeye Canal At Bullard","2000-03-01 00:00:00","B",61.00000,2,,6,0,106,-6,0,0,,0,1,6.71000,1,11,,,10,,,9.06912,0.65200,5.25200,1488,1.48800,,265.00000,124,512.10000,188,116,324,16,104,53,1,4,0,5,20,36,7454,,,,19,19,7,7,
24,"Buckeye Canal At Bullard","2000-03-01 00:00:00","C",61.00000,2,6,6,0,101,-1,0,0,,0,1,7.04000,1,15,,,7,,,9.28619,0.66000,5.43000,1499,1.49900,,266.00000,125,506.20000,186,116,308,16,105,52,1,4,0,5,20,35,7456,203,107,2,,,,,13
25,"Buckeye Canal At Jackrabbit","2000-03-01 00:00:00","A",61.00000,2,,6,0,98,2,0,0,,0,1,7.30000,0,5,,,19,,,10.85949,0.93500,6.01100,1462,1.46200,,250.00000,117,453.30000,166,109,279,15,98,49,1,4,0,5,20,34,4791,188,101,2,19,18,7,6,
26,"Buckeye Canal At Jackrabbit","2000-03-01 00:00:00","B",61.00000,2,,7,0,115,-15,1,0,,0,1,8.10000,1,14,,,7,,,10.73960,0.90700,6.01400,1473,1.47300,,250.00000,117,442.70000,163,107,278,16,102,48,1,4,0,5,20,32,4792,,,,15,16,5,5,
27,"Buckeye Canal At Jackrabbit","2000-03-01 00:00:00","C",61.00000,2,,7,0,115,-15,1,0,,0,1,8.04000,1,14,,,7,,,10.90278,0.90500,6.08300,1465,1.46500,,250.00000,117,447.40000,164,105,298,15,100,49,1,4,0,5,20,32,4790,192,102,2,,,,,20
28,"Buckeye Canal At Baseline","2000-03-01 00:00:00","A",61.00000,2,,6,0,99,1,0,0,,0,2,9.02000,1,13,0,2,6,618,102,11.05968,0.89700,7.04800,1642,1.64200,,277.00000,130,466.80000,171,111,316,16,102,51,1,4,0,5,22,33,4273,181,97,2,23,21,9,8,
29,"Buckeye Canal At Baseline","2000-03-01 00:00:00","B",61.00000,2,,6,0,99,1,0,0,,0,2,8.93000,1,12,,,7,,,11.22390,0.89400,6.94800,1597,1.59700,,278.00000,131,461.50000,169,109,315,16,102,52,1,4,0,5,22,33,4255,182,98,2,25,13,9,4,
30,"Buckeye Canal At Baseline","2000-03-01 00:00:00","C",61.00000,2,,6,0,99,1,0,0,,0,1,9.22000,1,14,,,5,,,11.02076,0.88900,6.97500,1631,1.63100,,281.00000,132,462.00000,170,110,318,15,101,51,1,4,0,5,22,33,4290,,,,,,,,30
31,"Hassayampa","2000-03-01 00:00:00","A",61.00000,2,,6,0,99,1,0,0,,0,1,8.39000,1,15,,,5,,,11.44942,0.76800,6.37000,1425,1.42500,,242.00000,114,419.90000,154,100,273,15,97,47,1,4,0,5,20,31,2156,178,95,2,26,20,10,7,
32,"Hassayampa","2000-03-01 00:00:00","B",61.00000,2,,6,0,101,-1,0,0,,0,1,8.35000,1,15,,,6,,,11.73714,0.76500,6.42400,1400,1.40000,,241.00000,113,428.50000,157,99,280,15,98,47,1,4,0,5,20,32,2170,169,91,2,19,18,7,6,
33,"Hassayampa","2000-03-01 00:00:00","C",61.00000,2,3,6,0,101,-1,0,0,,0,1,8.37000,1,15,,,6,,,12.08041,0.76300,6.29800,1336,1.33600,,230.00000,108,402.00000,148,100,276,15,98,47,1,4,0,5,19,30,2157,,,,,,,,48
34,"Gila At Arlington","2000-03-01 00:00:00","A",61.00000,2,,5,0,83,17,-1,0,,0,,8.54000,1,9,,,7,,,18.14138,0.39700,7.27000,966,0.96600,,432.00000,203,710.40000,261,157,505,14,93,71,1,5,0,8,37,55,3230,156,89,2,21,20,8,7,
35,"Gila At Arlington","2000-03-01 00:00:00","B",61.00000,2,,5,0,83,17,-1,0,,0,,8.91000,1,13,,,5,,,17.94354,0.39400,7.47200,1002,1.00200,,436.00000,205,731.30000,268,150,488,14,93,67,1,5,0,8,38,57,3193,158,90,2,26,19,10,7,
36,"Gila At Arlington","2000-03-01 00:00:00","C",61.00000,2,,5,0,83,17,-1,0,,0,,8.71000,1,11,,,6,,,17.48127,0.39700,7.27400,1003,1.00300,,437.00000,205,731.60000,269,156,503,15,96,71,1,5,0,8,37,55,3207,,,,,,,,59
37,"Gila At Gillespie","2000-03-01 00:00:00","A",61.00000,2,,4,0,76,24,-1,0,,0,,9.42000,1,13,,,4,,,21.23679,0.23000,7.90900,876,0.87600,,542.00000,254,871.00000,320,171,630,14,95,82,1,5,0,9,46,66,2208,139,81,2,28,23,11,9,
38,"Gila At Gillespie","2000-03-01 00:00:00","B",61.00000,2,,4,0,74,26,-2,0,,0,,9.07000,1,9,,,6,,,21.62535,0.22900,7.91700,861,0.86100,,526.00000,247,850.40000,312,172,637,15,96,84,1,5,0,9,44,64,2215,138,81,2,20,18,7,6,
39,"Gila At Gillespie","2000-03-01 00:00:00","C",61.00000,2,5,5,0,78,22,-1,0,,0,,9.41000,1,13,,,4,,,21.73251,0.23100,8.11700,878,0.87800,,534.00000,251,863.50000,317,171,637,14,95,81,1,5,0,9,45,66,2208,,,,,,,,67
40,"91TP","2000-06-14 00:00:00","A",166.00000,34,,7,0,116,-16,1,0,,0,1,3.48000,1,16,0,13,15,120,8,6.56192,1.17700,1.75700,1022,1.02200,,200.59247,94,323.00000,119,64,239,17,113,30,1,5,0,3,14,21,15851,,,,,,,,
41,"91TP","2000-06-14 00:00:00","B",166.00000,34,,7,0,115,-15,1,0,,0,1,3.38000,0,13,0,7,18,220,12,6.73297,1.17500,1.75300,994,0.99400,,195.52654,92,310.00000,114,327,244,18,116,31,1,5,0,3,14,19,15726,,,,,,,,
42,"91TP","2000-06-14 00:00:00","C",166.00000,34,2,7,0,99,1,0,0,,0,1,3.36000,0,13,0,9,18,178,10,6.76764,1.17700,1.77200,996,0.99600,,204.62852,102,295.00000,95,377,245,18,102,31,1,5,0,3,14,18,15723,,,,2,9,,,1
43,"Buckeye Canal At Bullard","2000-06-14 00:00:00","A",166.00000,34,,6,0,91,9,-1,0,,0,1,4.59000,0,4,0,9,43,165,4,10.49596,0.34300,4.12500,973,0.97300,,226.12992,113,479.00000,155,481,330,15,88,45,1,4,0,5,18,34,4702,,,,4,12,,,
44,"Buckeye Canal At Bullard","2000-06-14 00:00:00","B",166.00000,34,,6,0,91,9,-1,0,,0,,4.05000,,,,,,,,10.36583,0.33500,4.06400,970,0.97000,,223.99266,112,479.00000,155,510,329,16,90,46,1,4,0,5,17,33,4562,,,,8,22,,,
45,"Buckeye Canal At Bullard","2000-06-14 00:00:00","C",166.00000,34,6,6,0,90,10,-1,0,,0,1,4.67000,0,5,0,10,28,151,5,10.20441,0.32400,4.06900,984,0.98400,,229.56807,115,482.00000,156,491,313,15,84,44,1,4,0,5,19,36,4884,,,,,,,,13
46,"Buckeye Canal At Jackrabbit","2000-06-14 00:00:00","A",166.00000,34,,5,0,71,29,-2,0,,0,,6.72000,,,,,,,,20.83929,0.13100,6.87100,768,0.76800,,331.87710,166,650.00000,210,611,442,14,80,66,1,4,0,8,29,51,4079,,,,,,,,
47,"Buckeye Canal At Jackrabbit","2000-06-14 00:00:00","B",166.00000,34,,5,0,72,28,-2,0,,0,1,7.01000,0,1,0,19,84,70,1,19.93038,0.06500,6.80600,788,0.78800,,342.60071,171,671.00000,217,139,449,14,82,64,1,4,0,7,29,52,4142,,,,,,,,
48,"Buckeye Canal At Jackrabbit","2000-06-14 00:00:00","C",166.00000,34,,5,0,68,32,-2,0,,0,1,6.57000,,,0,9,,161,,19.78865,0.09400,6.85800,803,0.80300,,339.42733,170,668.00000,216,140,463,14,83,66,1,4,0,7,29,51,4334,,,,,,,,20
49,"Buckeye Canal At Baseline","2000-06-14 00:00:00","A",166.00000,34,,4,0,59,41,-3,0,,0,,9.44000,,,,,,,,46.97316,0.04900,9.46600,463,0.46300,,443.66563,222,719.00000,232,149,488,12,68,71,1,5,0,10,45,66,3243,,,,,,,,
50,"Buckeye Canal At Baseline","2000-06-14 00:00:00","B",166.00000,34,,4,0,62,38,-3,0,,0,1,9.21000,,,0,35,,44,,48.28323,0.06500,9.65200,460,0.46000,,444.60632,222,722.00000,233,156,511,13,72,73,1,5,0,9,43,63,3230,,,,,,,,
51,"Buckeye Canal At Baseline","2000-06-14 00:00:00","C",166.00000,34,,4,0,60,40,-3,0,,0,1,9.37000,,,0,36,,41,,49.17565,0.05900,9.68700,453,0.45300,,440.45754,220,714.00000,231,154,507,13,73,72,1,5,0,9,42,62,3148,,,,,,,,30
52,"Hassayampa","2000-06-14 00:00:00","A",166.00000,34,,3,0,49,51,-4,0,,0,,15.76000,1,4,,,7,,,88.13923,0.09800,15.09500,394,0.39400,,643.09323,321,787.00000,254,171,592,11,62,70,1,7,0,10,72,80,2188,,,,,,,,
53,"Hassayampa","2000-06-14 00:00:00","B",166.00000,34,,4,0,53,47,-3,0,,0,,15.01000,,,,,,,,89.36614,0.09100,15.11800,389,0.38900,,658.84790,329,792.00000,256,176,593,11,64,74,1,7,0,11,71,77,2183,,,,,,,,
54,"Hassayampa","2000-06-14 00:00:00","C",166.00000,34,1,4,0,53,47,-3,0,,0,,15.37000,0,1,,,25,,,89.30738,0.10000,15.09900,389,0.38900,,663.31894,331,778.00000,252,182,602,11,65,76,1,7,0,11,71,75,2178,,,,,,,,48
55,"Gila At Gillespie","2000-06-14 00:00:00","A",166.00000,34,,5,0,72,28,-2,0,,0,,7.43000,0,1,,,63,,,465.33333,0.01200,7.31700,36,0.03600,,823.89085,411,1116.00000,361,173,834,13,75,99,1,6,0,12,77,94,792,,,,,,,,
56,"Gila At Gillespie","2000-06-14 00:00:00","B",166.00000,34,,5,0,69,31,-2,0,,0,,7.20000,,,,,,,,541.41935,0.01000,7.33300,31,0.03100,,822.15599,411,1125.00000,364,178,852,13,75,101,1,6,0,12,77,95,800,,,,,,,,
57,"Gila At Gillespie","2000-06-14 00:00:00","C",166.00000,34,1,5,0,71,29,-2,0,,0,,7.18000,,,,,,,,699.71429,0.01600,7.33100,24,0.02400,,819.53762,409,1112.00000,359,189,886,14,77,102,1,6,0,12,74,91,798,,,,,,,,67
58,"91TP","2000-10-10 00:00:00","A",284.00000,1,,8,0,98,2,0,0,,0,2,5.08000,1,11,0,12,16,107,7,7.25936,2.44300,2.05100,1415,1.41500,,183.73339,98,227.00000,93,69,223,19,99,28,1,5,0,2,12,13,10450,,,,,,,,
59,"91TP","2000-10-10 00:00:00","B",284.00000,1,,8,0,101,-1,0,0,,0,2,5.25900,1,14,0,13,13,102,8,7.27346,2.46300,2.06200,1422,1.42200,,188.47080,101,252.00000,103,70,224,19,101,28,1,5,0,2,12,14,10713,,,,,,,,
60,"91TP","2000-10-10 00:00:00","C",284.00000,1,1,8,0,101,-1,0,0,,0,2,5.27500,1,14,1,27,12,39,3,7.12197,2.47200,2.04600,1450,1.45000,,188.51065,101,253.00000,104,70,217,19,100,29,1,5,0,2,12,15,10782,,,,,,,,1
61,"Buckeye Canal At Bullard","2000-10-10 00:00:00","A",284.00000,1,,7,0,83,17,-1,0,,0,2,4.24500,1,25,0,12,7,94,13,5.60698,0.81400,2.32100,1278,1.27800,,204.52956,109,416.00000,170,94,299,18,93,36,1,4,0,3,14,26,5539,,,,,,,,
62,"Buckeye Canal At Bullard","2000-10-10 00:00:00","B",284.00000,1,,7,0,86,14,-1,0,,0,2,4.25500,1,25,0,12,8,101,13,5.53596,0.79200,2.35900,1301,1.30100,,213.67238,114,406.00000,166,91,304,18,93,37,1,4,0,3,15,25,5575,,,,,,,,
63,"Buckeye Canal At Bullard","2000-10-10 00:00:00","C",284.00000,1,8,7,0,85,15,-1,0,,0,2,4.11900,1,23,0,13,8,89,11,5.24218,0.81600,2.44300,1421,1.42100,,212.58911,114,398.00000,163,94,303,18,94,36,1,4,0,3,14,24,5563,,,,,,,,13
64,"Buckeye Canal At Jackrabbit","2000-10-10 00:00:00","A",284.00000,1,,6,0,77,23,-2,0,,0,2,5.67900,1,18,0,9,7,108,15,7.25848,1.05900,3.57100,1458,1.45800,,234.01351,125,511.00000,209,115,328,18,92,43,1,4,0,4,16,32,3651,,,,,,,,
65,"Buckeye Canal At Jackrabbit","2000-10-10 00:00:00","B",284.00000,1,,7,0,82,18,-1,0,,0,2,5.81200,1,19,1,26,7,33,5,7.26965,1.05700,3.66600,1485,1.48500,,238.01056,127,524.00000,215,117,342,18,94,45,0,4,0,4,16,32,3672,,,,,,,,
66,"Buckeye Canal At Jackrabbit","2000-10-10 00:00:00","C",284.00000,1,,6,0,78,22,-2,0,,0,2,5.59100,1,16,0,13,8,77,10,7.30804,1.05600,3.62800,1465,1.46500,,236.64059,127,517.00000,212,114,343,18,93,45,1,4,0,4,16,32,3641,,,,,,,,20
67,"Buckeye Canal At Baseline","2000-10-10 00:00:00","A",284.00000,1,,7,0,85,15,-1,0,,0,2,5.99700,1,18,0,23,7,38,5,7.07922,1.03600,3.87300,1585,1.58500,,218.81267,117,457.00000,187,102,326,18,96,41,1,4,0,4,14,27,7875,,,,,,,,
68,"Buckeye Canal At Baseline","2000-10-10 00:00:00","B",284.00000,1,,7,0,82,18,-1,0,,0,2,5.92100,1,17,0,13,8,72,9,7.42296,1.04100,3.91800,1527,1.52700,,211.71306,113,453.00000,186,102,328,18,94,41,1,4,0,4,14,28,7876,,,,,,,,
69,"Buckeye Canal At Baseline","2000-10-10 00:00:00","C",284.00000,1,,6,0,81,19,-2,0,,0,2,5.58200,1,12,1,25,11,32,3,7.27921,1.03600,3.86200,1538,1.53800,,209.05738,112,452.00000,185,100,315,18,92,41,1,4,0,4,14,28,7934,,,,,,,,30
70,"Hassayampa","2000-10-10 00:00:00","A",284.00000,1,,6,0,75,25,-2,0,,0,1,5.56200,1,19,,,7,,,9.27589,0.48700,4.11500,1134,1.13400,,223.29703,119,540.00000,221,111,348,16,85,45,0,4,0,4,17,36,2274,,,,,,,,
71,"Hassayampa","2000-10-10 00:00:00","B",284.00000,1,,7,0,83,17,-1,0,,0,1,5.50300,1,18,,,8,,,8.96857,0.48500,3.99200,1141,1.14100,,222.22634,119,518.00000,212,113,350,17,90,45,0,4,0,4,16,33,2214,,,,,,,,
72,"Hassayampa","2000-10-10 00:00:00","C",284.00000,1,3,6,0,72,28,-2,0,,0,1,5.50900,1,18,0,14,7,83,12,8.95619,0.48000,4.03000,1151,1.15100,,216.69326,116,522.00000,214,116,355,17,88,46,0,4,0,4,16,34,2279,,,,,,,,48
73,"Gila At Gillespie","2000-10-10 00:00:00","A",284.00000,1,,5,0,61,39,-3,0,,0,0,8.20100,1,10,,,7,,,33.90400,0.04700,7.32500,497,0.49700,,536.98690,287,1003.00000,411,174,647,15,79,79,1,5,0,8,43,73,3901,,,,,,,,
74,"Gila At Gillespie","2000-10-10 00:00:00","B",284.00000,1,,5,0,63,37,-3,0,,0,0,8.62900,1,15,,,5,,,32.28955,0.04600,7.31400,521,0.52100,,590.74920,316,1016.00000,416,181,676,16,83,85,1,5,0,9,45,70,3896,,,,,,,,
75,"Gila At Gillespie","2000-10-10 00:00:00","C",284.00000,1,3,5,0,67,33,-3,0,,0,0,8.51800,,,,,,,,32.54591,,7.33300,515,0.51500,,543.99845,291,1010.00000,414,183,674,15,80,85,1,5,0,9,43,73,3866,,,,,,,,67
